lat,lon,accident_idx,source
17.349816047538944,78.67535715320496,0.731749,synthetic_telangana_state
17.262407456176973,78.2779972601681,0.775517,synthetic_telangana_state
17.22323344486728,78.63308807288747,0.778326,synthetic_telangana_state
17.20823379771832,78.684954926081,0.737737,synthetic_telangana_state
17.53297705632017,78.30616955533914,0.676194,synthetic_telangana_state
17.321696897183816,78.46237821581612,0.676079,synthetic_telangana_state
17.372778007456848,78.34561457009903,0.648724,synthetic_telangana_state
17.316857859414085,78.38318092164685,0.715077,synthetic_telangana_state
17.382427993686814,78.5925879806965,0.702741,synthetic_telangana_state
17.436965827544817,78.22322520636,0.628128,synthetic_telangana_state
17.443017940760576,78.28526206184365,0.669333,synthetic_telangana_state
17.473693210604864,78.4200762468698,0.68478,synthetic_telangana_state
17.248815293937913,78.44758845505564,0.740492,synthetic_telangana_state
17.324684430435763,78.46003401058891,0.638323,synthetic_telangana_state
17.418684111737313,78.29242722776277,0.736288,synthetic_telangana_state
17.235397000820768,78.29799143120958,0.707933,synthetic_telangana_state
17.218090915564215,78.36266516538163,0.625439,synthetic_telangana_state
17.531495003660773,78.3783766633468,0.663373,synthetic_telangana_state
17.31237380387495,78.47134804157913,0.715569,synthetic_telangana_state
17.229820257471907,78.69344346830026,0.680111,synthetic_telangana_state
17.508897907718662,78.29935784076709,0.750915,synthetic_telangana_state
17.50850813867438,78.23702232586704,0.745929,synthetic_telangana_state
17.34338629141771,78.25793452976257,0.715928,synthetic_telangana_state
17.33235920994106,78.23177917514302,0.748142,synthetic_telangana_state
17.324392928686265,78.36259166101338,0.739991,synthetic_telangana_state
17.55488509703053,78.43610746258098,0.767177,synthetic_telangana_state
17.24783769837532,78.5566223936115,0.717435,synthetic_telangana_state
17.508386871981827,78.44689779818219,0.776267,synthetic_telangana_state
17.409093131752797,78.41377050917927,0.703717,synthetic_telangana_state
17.32574239243053,78.45428534558235,0.684415,synthetic_telangana_state
17.563026589570438,78.32464611457443,0.77326,synthetic_telangana_state
17.291519266196648,78.2384899549144,0.673452,synthetic_telangana_state
17.315900581165508,78.280610643627,0.745135,synthetic_telangana_state
17.52146883075965,78.29328502944303,0.715803,synthetic_telangana_state
17.557023599395993,78.46967112095783,0.664262,synthetic_telangana_state
17.291174065016776,78.41355389431313,0.682982,synthetic_telangana_state
17.527205906368998,78.63036529162818,0.699621,synthetic_telangana_state
17.366964401259512,78.31105390523537,0.687636,synthetic_telangana_state
17.247946146933472,78.36880758570182,0.691301,synthetic_telangana_state
17.40751624869735,78.55150947944759,0.719568,synthetic_telangana_state
17.345451840951718,78.68589104136048,0.603426,synthetic_telangana_state
17.313936197750987,78.21844347367727,0.698039,synthetic_telangana_state
17.44382573359196,78.45133951161444,0.689747,synthetic_telangana_state
17.257957948836488,78.44472638013879,0.714442,synthetic_telangana_state
17.59426018164424,78.32102763575575,0.756506,synthetic_telangana_state
17.295055017596958,78.56410817430593,0.736962,synthetic_telangana_state
17.347113253087702,78.51615291529679,0.728708,synthetic_telangana_state
17.236115908021763,78.61765124779463,0.808888,synthetic_telangana_state
17.328312025988694,78.29325925519993,0.704348,synthetic_telangana_state
17.471025744736913,78.20829391446394,0.674191,synthetic_telangana_state
17.404837223319714,78.31324788759898,0.64625,synthetic_telangana_state
17.476375095240986,78.39336767315027,0.723045,synthetic_telangana_state
17.574691995494696,78.268760472073,0.660202,synthetic_telangana_state
17.569877447311427,78.6386696766905,0.683262,synthetic_telangana_state
17.303176651086062,78.52999202301709,0.710738,synthetic_telangana_state
17.411860231342402,78.32092614545023,0.764722,synthetic_telangana_state
17.237241107122358,78.64860787897666,0.712359,synthetic_telangana_state
17.33561191641948,78.37460478730634,0.738456,synthetic_telangana_state
17.490382271548096,78.64855512997629,0.71189,synthetic_telangana_state
17.456812658461715,78.24206998249753,0.716687,synthetic_telangana_state
17.264651485637845,78.64927709426354,0.714019,synthetic_telangana_state
17.202024633538485,78.28040402570875,0.663647,synthetic_telangana_state
17.419493515746634,78.54594759884635,0.6398,synthetic_telangana_state
17.484871688539016,78.3186245437484,0.732193,synthetic_telangana_state
17.330159879263707,78.57324570255902,0.747534,synthetic_telangana_state
17.46304515692014,78.48415430166774,0.720004,synthetic_telangana_state
17.237469907131235,78.38385790152972,0.654889,synthetic_telangana_state
17.589204221900978,78.39654886233339,0.658575,synthetic_telangana_state
17.556818622070846,78.51556931299864,0.700015,synthetic_telangana_state
17.430761553850544,78.44625884690943,0.772042,synthetic_telangana_state
17.27809719511922,78.56122605763076,0.64582,synthetic_telangana_state
17.576183433741168,78.6769642885013,0.723489,synthetic_telangana_state
17.56594575608818,78.38507935012773,0.723027,synthetic_telangana_state
17.585447990835704,78.62650472773369,0.695724,synthetic_telangana_state
17.317779556827833,78.39254886430096,0.677039,synthetic_telangana_state
17.267797098674436,78.47840063122918,0.742185,synthetic_telangana_state
17.574461909664315,78.54801489833748,0.655172,synthetic_telangana_state
17.44600289067967,78.69502692505213,0.707051,synthetic_telangana_state
17.256033606094608,78.45916482618188,0.717254,synthetic_telangana_state
17.47880629639811,78.55124204199356,0.727404,synthetic_telangana_state
17.3437964604879,78.34679592213224,0.725117,synthetic_telangana_state
17.546828927432042,78.65662027627823,0.725054,synthetic_telangana_state
17.404536959544377,78.4507581473436,0.72791,synthetic_telangana_state
17.480786750903082,78.59789633471806,0.756143,synthetic_telangana_state
17.556002136727027,78.36899757842578,0.660724,synthetic_telangana_state
17.431312056398472,78.21797113689837,0.687524,synthetic_telangana_state
17.386239207252984,78.4713223173538,0.733678,synthetic_telangana_state
17.212200099975618,78.2186740943746,0.618729,synthetic_telangana_state
17.529040224263863,78.38009532070564,0.702579,synthetic_telangana_state
17.507997421239445,78.30791051374842,0.645478,synthetic_telangana_state
17.4491561903276,78.24267373249688,0.701644,synthetic_telangana_state
17.416254048644042,78.5187149507491,0.666785,synthetic_telangana_state
17.490436533489067,78.68792603973127,0.598108,synthetic_telangana_state
17.518074477907483,78.33541612563104,0.708688,synthetic_telangana_state
17.375588568282254,78.23922819067114,0.724614,synthetic_telangana_state
17.36358117776571,78.28664716003543,0.742653,synthetic_telangana_state
17.262574817068433,78.3251214490823,0.787638,synthetic_telangana_state
17.464078950687092,78.33996694847298,0.719614,synthetic_telangana_state
17.58194611226528,78.56894845834789,0.805473,synthetic_telangana_state
17.367840024971116,78.32386549475058,0.750988,synthetic_telangana_state
17.342389071460506,78.57892305523218,0.721556,synthetic_telangana_state
17.38966953163493,78.2489170803255,0.738097,synthetic_telangana_state
17.396646350046733,78.43673588539029,0.686737,synthetic_telangana_state
17.35940189375895,78.50792504902611,0.636976,synthetic_telangana_state
17.45403746034706,78.22265200488603,0.771429,synthetic_telangana_state
17.401254503432035,78.62824492059417,0.627572,synthetic_telangana_state
17.463477452647577,78.28146721354072,0.709318,synthetic_telangana_state
17.21060452421665,78.49288779063673,0.669354,synthetic_telangana_state
17.576092096569983,78.48773708893795,0.778666,synthetic_telangana_state
17.383301156196605,78.47280839465797,0.637474,synthetic_telangana_state
17.57658592351061,78.39305131890039,0.713415,synthetic_telangana_state
17.22847545938409,78.35948781514688,0.66823,synthetic_telangana_state
17.537950124387784,78.21163596786792,0.669897,synthetic_telangana_state
17.247265931048663,78.54836858268207,0.741845,synthetic_telangana_state
17.451577138711954,78.63873600676352,0.740008,synthetic_telangana_state
17.31281382902852,78.28871977188986,0.730847,synthetic_telangana_state
17.500245900656346,78.60341736963363,0.69832,synthetic_telangana_state
17.348807234317114,78.588206480371,0.705231,synthetic_telangana_state
17.336321416101207,78.66537866280179,0.688481,synthetic_telangana_state
17.5003484271166,78.57727143704234,0.754304,synthetic_telangana_state
17.241249547534373,78.65127645333979,0.764639,synthetic_telangana_state
17.328019840412246,78.6477616142481,0.700415,synthetic_telangana_state
17.355680671493666,78.20541882574015,0.715573,synthetic_telangana_state
17.580242858775023,78.48671894406165,0.692858,synthetic_telangana_state
17.45273488486792,78.42422276098917,0.649064,synthetic_telangana_state
17.469007382430817,78.57618726471884,0.638656,synthetic_telangana_state
17.51663161749034,78.59480907139728,0.698753,synthetic_telangana_state
17.223023504006658,78.47476444116187,0.654502,synthetic_telangana_state
17.37661220054935,78.64385209137916,0.65809,synthetic_telangana_state
17.257196672821134,78.58075531585874,0.683296,synthetic_telangana_state
17.447287225326505,78.2505613380614,0.711613,synthetic_telangana_state
17.22910520254568,78.61093002964517,0.674018,synthetic_telangana_state
17.4824968908626,78.24067439032095,0.626961,synthetic_telangana_state
17.525119826903,78.67362428869193,0.628992,synthetic_telangana_state
17.594400425529148,78.57668909262948,0.663443,synthetic_telangana_state
17.510858766370976,78.47920212486791,0.688693,synthetic_telangana_state
17.36968880369879,78.65317719254737,0.698414,synthetic_telangana_state
17.204541457906966,78.43433032099706,0.649239,synthetic_telangana_state
17.222521310272736,78.25940895813405,0.715501,synthetic_telangana_state
17.49841795170617,78.49168438254858,0.658004,synthetic_telangana_state
17.584869019389817,78.38743528976185,0.733872,synthetic_telangana_state
17.28943833540778,78.6816112697203,0.679304,synthetic_telangana_state
17.204861789875928,78.68493941335382,0.71057,synthetic_telangana_state
17.22951862589416,78.47692714220067,0.699995,synthetic_telangana_state
17.58772101424764,78.46154892208507,0.771922,synthetic_telangana_state
17.38181642590711,78.51377904004204,0.747329,synthetic_telangana_state
17.43372572476924,78.6505790052455,0.808855,synthetic_telangana_state
17.310952473192454,78.29406057986188,0.65895,synthetic_telangana_state
17.385479361975992,78.37667611401302,0.661408,synthetic_telangana_state
17.58975792306647,78.6931053722398,0.706885,synthetic_telangana_state
17.479264685607898,78.46804818317206,0.746886,synthetic_telangana_state
17.473892469021553,78.28130846967245,0.67052,synthetic_telangana_state
17.56437087379754,78.61126862146159,0.633353,synthetic_telangana_state
17.573091393341606,78.6330319447502,0.790938,synthetic_telangana_state
17.218087468042476,78.21318348724863,0.758337,synthetic_telangana_state
17.59491045172598,78.27520844555177,0.675906,synthetic_telangana_state
17.437652286140853,78.39044542831552,0.693638,synthetic_telangana_state
17.365927800935065,78.33670353596536,0.761256,synthetic_telangana_state
17.22255019866037,78.63236118812753,0.699627,synthetic_telangana_state
17.507594966072205,78.67238286494121,0.701714,synthetic_telangana_state
17.539858956270965,78.3236740508716,0.645984,synthetic_telangana_state
17.58162041090349,78.50308731722544,0.692246,synthetic_telangana_state
17.291457122201386,78.53585034220293,0.622659,synthetic_telangana_state
17.245423036879853,78.5357865977964,0.763249,synthetic_telangana_state
17.408123080361516,78.58615919586782,0.75833,synthetic_telangana_state
17.420762735509793,78.4804689857677,0.702741,synthetic_telangana_state
17.55066144106334,78.4017414331062,0.731634,synthetic_telangana_state
17.48163190723969,78.30648208075446,0.767797,synthetic_telangana_state
17.25454859023471,78.20727233283394,0.752286,synthetic_telangana_state
17.356897618039895,78.41873746101187,0.611428,synthetic_telangana_state
17.561663477797502,78.37412773351166,0.774483,synthetic_telangana_state
